,Name,Hospital Type,Address,Address_2,City,State,Zipcode,County,Latitude,Longitude,Staffed All Beds,Staffed ICU Beds,Licensed All Beds,All Bed Occupancy Rate,ICU Bed Occupancy Rate,Staffed All Beds - SOURCE,Staffed ICU Beds - SOURCE,Licensed All Beds - SOURCE,All Bed Occupancy Rate - SOURCE,ICU Bed Occupancy Rate - SOURCE,CCM_ID,DH-ID,HCRIS-ID,HIFLD-ID,FIPS
5168,SWEDISH COVENANT HOSPITAL,GENERAL ACUTE CARE,5145 N CALIFORNIA AVE,,CHICAGO,IL,60625,COOK,41.97535,-87.69946999999999,216.0,18.0,312.0,0.64,0.43,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,5460625,1059.0,140114.0,5460625.0,17031
5169,WRIGHT MEMORIAL HOSPITAL,CRITICAL ACCESS,191 IOWA BOULEVARD,,TRENTON,MO,64683,GRUNDY,40.06787,-93.58164000000001,21.0,,22.0,0.37,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,5464683,2208.0,261309.0,5464683.0,29079
5170,HILLSBORO COMMUNITY HOSPITAL,CRITICAL ACCESS,701 S MAIN STREET,,HILLSBORO,KS,67063,MARION,38.34478,-97.20484,15.0,,15.0,0.21,,HCRIS-Total Staffed Beds,None,HIFLD-BEDS,HCRIS-Total Bed Occupancy Rate,None,5467063,,171357.0,5467063.0,20115
5171,BLUFFTON REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE,303 S MAIN ST,,BLUFFTON,IN,46714,WELLS,40.73735,-85.17076999999999,62.0,7.0,62.0,0.21,0.2,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,546714,1307.0,150075.0,546714.0,18179
5172,NORTH TEXAS STATE HOSPITAL,PSYCHIATRIC,4730 COLLEGE DRIVE,,VERNON,TX,76384,WILBARGER,34.15535,-99.32598,,,640.0,,,None,None,HIFLD-BEDS,None,None,54676384,,,54676384.0,48487
5173,WARREN MEMORIAL HOSPITAL,CRITICAL ACCESS,905 SECOND ST,,FRIEND,NE,68359,SALINE,40.653459999999995,-97.28165,19.0,,19.0,0.11,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,5468359,2397.0,281330.0,5468359.0,31151
5174,COMMUNITY CARE HOSPITAL,PSYCHIATRIC,1421 GENERAL TAYLOR ST,,NEW ORLEANS,LA,70115,ORLEANS,29.926029999999997,-90.09595,38.0,,38.0,0.6977649,,DH-NUM_STAFFE,None,DH-NUM_STAFFE,DH-BED_UTILIZ,None,5470115,5342.0,,5470115.0,22071
5175,PERRY MEMORIAL HOSPITAL,GENERAL ACUTE CARE,501 NORTH 14TH STREET,,PERRY,OK,73077,NOBLE,36.28839,-97.2995,26.0,,26.0,0.19,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,5473077,3079.0,370139.0,5473077.0,40103
5176,CITIZENS MEDICAL CENTER,GENERAL ACUTE CARE,2701 HOSPITAL DRIVE,,VICTORIA,TX,77901,VICTORIA,28.81288,-96.97774,307.0,22.0,317.0,0.24,0.61,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,54777901,3839.0,450023.0,54777901.0,48469
5177,BIG BEND REGIONAL MEDICAL CENTER,CRITICAL ACCESS,2600 HIGHWAY 118 NORTH,,ALPINE,TX,79830,BREWSTER,30.383940000000003,-103.67048,25.0,3.0,25.0,0.35,0.11,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,HIFLD-BEDS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,5479830,,451378.0,5479830.0,48043
5178,MIDDLE PARK MEDICAL CENTER,CRITICAL ACCESS,214 S 4TH STREET,,KREMMLING,CO,80459,GRAND,40.05697,-106.39041,21.0,,23.0,0.48,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,5480459,5112.0,61318.0,5480459.0,08049
5179,REHABILITATION HOSPITAL OF THE NORTHWEST,REHABILITATION,3372 E JENALAN AVE,,POST FALLS,ID,83854,KOOTENAI,47.71294,-116.90201,30.0,0.0,30.0,0.7877625570776255,0.0,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,5483854,6087.0,133027.0,5483854.0,16055
5180,MARICOPA MEDICAL CENTER,GENERAL ACUTE CARE,2601 E ROOSEVELT,,PHOENIX,AZ,85008,MARICOPA,33.45785,-112.02641000000001,323.0,20.0,758.0,0.46244399999999997,,DH-NUM_STAFFE,DH-NUM_ICU_BE,DH-NUM_LICENS,DH-BED_UTILIZ,None,5485008,145.0,,5485008.0,04013
5181,DETAR HOSPITAL NAVARRO,GENERAL ACUTE CARE,506 EAST SAN ANTONIO STREET,,VICTORIA,TX,77902,VICTORIA,28.80807,-96.99834,188.0,21.0,219.0,0.52,0.69,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,54877902,3838.0,450147.0,54877902.0,48469
5182,MOUNTAIN VIEW REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE,4311 EAST LOHMAN AVENUE,,LAS CRUCES,NM,88011,DONA ANA,32.32367,-106.72892,180.0,23.0,180.0,0.69,0.81,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,HCRIS-Total Staffed Beds,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,5488011,2543.0,320085.0,5488011.0,35013
5183,HUMBOLDT GENERAL HOSPITAL,GENERAL ACUTE CARE,118 EAST HASKELL STREET,,WINNEMUCCA,NV,89445,HUMBOLDT,40.97133,-117.72719,25.0,3.0,53.0,0.308164,,DH-NUM_STAFFE,DH-NUM_ICU_BE,DH-NUM_LICENS,DH-BED_UTILIZ,None,5489445,2431.0,,5489445.0,32013
5184,BRONSON BATTLE CREEK HOSPITAL,GENERAL ACUTE CARE,300 NORTH AVENUE,,BATTLE CREEK,MI,49017,CALHOUN,42.33109,-85.17795,159.0,20.0,179.0,0.49,0.47,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,549017,1859.0,230075.0,549017.0,26025
5185,CATALINA ISLAND MEDICAL CENTER,GENERAL ACUTE CARE,100 FALLS CANYON ROAD,PO Box 1563,AVALON,CA,90704,LOS ANGELES,33.3392,-118.33071000000001,8.0,,8.0,0.554794,,DH-NUM_STAFFE,None,DH-NUM_LICENS,DH-BED_UTILIZ,None,5490704,318.0,,5490704.0,06037
5186,PAM SPECIALTY HOSPITAL OF VICTORIA SOUTH,LONG TERM CARE,"506 EAST SAN ANTONIO STREET, 3RD FL",3rd Floor,VICTORIA,TX,77901,VICTORIA,28.80798,-96.99884,23.0,,23.0,0.9522335,,DH-NUM_STAFFE,None,DH-NUM_LICENS,DH-BED_UTILIZ,None,54977901,5065.0,,54977901.0,48469
5187,"SAINT ALPHONSUS MEDICAL CENTER - BAKER CITY, INC",GENERAL ACUTE CARE,3325 POCAHONTAS ROAD,,BAKER CITY,OR,97814,BAKER,44.79515,-117.84711999999999,21.0,2.0,36.0,0.31,0.28,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,5497814,3133.0,381315.0,5497814.0,41001
5188,EVERGREEN HOSPITAL MEDICAL CENTER,GENERAL ACUTE CARE,12040 128TH ST NE,,KIRKLAND,WA,98033,KING,47.71589,-122.1784,304.0,20.0,333.0,0.61,1.53,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,5498033,4024.0,500124.0,5498033.0,53033
5189,HOSP UNIVERSITARIO DE ADULTOS,GENERAL ACUTE CARE,CENTRO MEDICO,Suite 191079,MONACILLO URBANO,PR,922,SAN JUAN,18.39687,-66.0741,,,,,,None,None,,None,None,5500922,4535.0,,5500922.0,72127
5190,CAPE COD HOSPITAL,GENERAL ACUTE CARE,27 PARK STREET,,BARNSTABLE,MA,2601,BARNSTABLE,41.6534,-70.2729,239.0,24.0,259.0,0.76,0.84,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,5502601,1789.0,220012.0,5502601.0,25001
5191,PAM SPECIALTY HOSPITAL OF VICTORIA NORTH,LONG TERM CARE,102 MEDICAL DRIVE,,VICTORIA,TX,77904,VICTORIA,28.855,-97.02195999999999,26.0,0.0,26.0,0.9469968387776608,0.0,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,HCRIS-Total Staffed Beds,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,55077904,5483.0,452094.0,55077904.0,48469
5192,KINDRED HOSPITAL - NEW JERSEY - MORRIS COUNTY,LONG TERM CARE,400 WEST BLACKWELL STREET,3rd Floor,DOVER,NJ,7801,MORRIS,40.885090000000005,-74.57552,45.0,,45.0,0.6471139,,DH-NUM_STAFFE,None,DH-NUM_LICENS,DH-BED_UTILIZ,None,5507801,4646.0,,5507801.0,34027
5193,STRONG MEMORIAL HOSPITAL,GENERAL ACUTE CARE,601 ELMWOOD AVE,,ROCHESTER,NY,14607,MONROE,43.12281,-77.62425999999999,739.0,127.0,886.0,0.98,0.87,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,5514607,2633.0,330285.0,5514607.0,36055
5194,ARIA HEALTH BUCKS COUNTY,GENERAL ACUTE CARE,380 NORTH OXFORD VALLEY ROAD,,LANGHORNE,PA,19114,BUCKS,40.18305,-74.86744,,,112.0,,,None,None,HIFLD-BEDS,None,None,5519114,,,5519114.0,42017
5195,CALVERT HEALTH MEDICAL CENTER,GENERAL ACUTE CARE,100 HOSPITAL ROAD,,PRINCE FREDERICK,MD,20678,CALVERT,38.559909999999995,-76.59626999999999,68.0,4.0,73.0,0.8,0.91,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,5520678,1755.0,210039.0,5520678.0,24009
5196,REGIONAL HEALTH SERVICES OF HOWARD COUNTY,CRITICAL ACCESS,235 EIGHTH AVENUE WEST,,CRESCO,IA,52136,HOWARD,43.38138,-92.11799,18.0,,19.0,0.2,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,552136,1357.0,161328.0,552136.0,19089
5197,HAMPSHIRE MEMORIAL HOSPITAL,CRITICAL ACCESS,363 SUNRISE BOULEVARD,,ROMNEY,WV,26757,HAMPSHIRE,39.35095,-78.75774,,,44.0,,,None,None,HIFLD-BEDS,None,None,5526757,,,5526757.0,54027
5198,PROVIDENCE HEALTH CENTER,GENERAL ACUTE CARE,6901 MEDICAL PARKWAY,,WACO,TX,76702,MCLENNAN,31.51425,-97.19949,225.0,30.0,237.0,0.75,0.67,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,55276702,3757.0,450042.0,55276702.0,48309
5199,CAROLINAS HEALTHCARE SYSTEM CLEVELAND,GENERAL ACUTE CARE,201 EAST GROVER ST,,SHELBY,NC,28150,CLEVELAND,35.3029,-81.53639,241.0,51.0,308.0,0.4,0.78,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,5528150,2761.0,340021.0,5528150.0,37045
5200,LIEBER CORRECTIONAL INSTITUTION INFIRMARY,GENERAL ACUTE CARE,136 WILBORN AVE,,RIDGEVILLE,SC,29472,DORCHESTER,33.08534,-80.29073000000001,,,10.0,,,None,None,HIFLD-BEDS,None,None,5529472,,,5529472.0,45035
5201,OPTIM MEDICAL CENTER SCREVEN,CRITICAL ACCESS,215 MIMS ROAD,,SYLVANIA,GA,30467,SCREVEN,32.75025,-81.64702,25.0,,25.0,0.21,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,5530467,5214.0,111312.0,5530467.0,13251
5202,CAPE CORAL HOSPITAL,GENERAL ACUTE CARE,636 DEL PRADO BLVD,,CAPE CORAL,FL,33990,LEE,26.63921,-81.94202,288.0,22.0,291.0,0.8680555555555556,0.9545454545454546,FL AHCA 2020-11-27,FL AHCA 2020-11-27,DH-NUM_LICENS,FL AHCA 2020-11-27,FL AHCA 2020-11-27,5533990,768.0,100244.0,5533990.0,12071
5203,GROVE HILL MEMORIAL HOSPITAL,GENERAL ACUTE CARE,295 JACKSON HIGHWAY S,,GROVE HILL,AL,36451,CLARKE,31.6943,-87.77601999999999,21.0,,50.0,0.37,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,5536451,30.0,10091.0,5536451.0,01025
5204,PERRY COMMUNITY HOSPITAL,GENERAL ACUTE CARE,2718 SQUIRREL HOLLOW DRIVE,,LINDEN,TN,37096,PERRY,35.59232,-87.86376,21.0,,53.0,0.21,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,5537096,3524.0,440040.0,5537096.0,47135
5205,DEPAUL CENTER,PSYCHIATRIC,301 LONDONDERRY DRIVE,,WACO,TX,76702,MCLENNAN,31.511,-97.1984,,,48.0,,,None,None,HIFLD-BEDS,None,None,55376702,,,55376702.0,48309
5206,NORTH MS STATE HOSPITAL,PSYCHIATRIC,1937 BRIAR RIDGE ROAD,,TUPELO,MS,38804,LEE,34.23761,-88.67183,50.0,0.0,50.0,0.9269041095890412,0.0,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,5538804,5062.0,254009.0,5538804.0,28081
5207,MCDOWELL ARH HOSPITAL,CRITICAL ACCESS,9879 KENTUCKY ROUTE 122,,MCDOWELL,KY,41647,FLOYD,37.45671,-82.74721,25.0,4.0,25.0,0.19,0.04,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,5541647,1557.0,181331.0,5541647.0,21071
5208,BELLIN MEMORIAL HSPTL,GENERAL ACUTE CARE,744 S WEBSTER AVE,,GREEN BAY,WI,54305,BROWN,44.50224,-88.01129,161.0,,244.0,0.48,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,554305,4124.0,520049.0,554305.0,55009
5209,MERCY ALLEN HOSPITAL,CRITICAL ACCESS,200 WEST LORAIN STREET,,OBERLIN,OH,44074,LORAIN,41.29506,-82.22471,25.0,,25.0,0.58,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,5544074,2959.0,361306.0,5544074.0,39093
5210,HENDRICKS REGIONAL HEALTH,GENERAL ACUTE CARE,1000 E MAIN ST,,DANVILLE,IN,46122,HENDRICKS,39.76191,-86.50188,133.0,12.0,133.0,0.44,0.43,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,5546122,1231.0,150005.0,5546122.0,18063
5211,ASPIRUS IRON RIVER HOSPITAL & CLINICS,GENERAL ACUTE CARE,1400 W ICE LAKE ROAD,,IRON RIVER,MI,49935,IRON,46.09988,-88.61927,25.0,3.0,25.0,0.24,0.13,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,5549935,1888.0,231318.0,5549935.0,26071
5212,LORING HOSPITAL,CRITICAL ACCESS,211 HIGHLAND AVENUE,,SAC CITY,IA,50583,SAC,42.41899,-94.97951,25.0,,25.0,0.08,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,5550583,5495.0,161370.0,5550583.0,19161
5213,MEMORIAL HSPTL LAFAYETTE CTY,GENERAL ACUTE CARE,"800 CLAY ST, PO BOX 70",PO BOX 70,DARLINGTON,WI,53530,LAFAYETTE,42.683640000000004,-90.11003000000001,25.0,,25.0,0.11,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,5553530,4166.0,521312.0,5553530.0,55065
5214,MAYO CLINIC HEALTH SYSTEM IN RED WING,GENERAL ACUTE CARE,701 HEWITT BOULEVARD,,RED WING,MN,55066,GOODHUE,44.56023,-92.57195,50.0,4.0,50.0,0.28,0.44,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,5555066,1998.0,240018.0,5555066.0,27049
5215,PIONEER MEMORIAL HOSPITAL AND HEALTH SERVICES,CRITICAL ACCESS,315 NORTH WASHINGTON STREET,,VIBORG,SD,57070,TURNER,43.17538,-97.08404,12.0,,12.0,0.13,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,5557070,5174.0,431328.0,5557070.0,46125
5216,CLEAR LAKE REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE,500 MEDICAL CENTER BOULEVARD,,WEBSTER,TX,77598,HARRIS,29.54131,-95.12782,532.0,86.0,532.0,0.79,0.76,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,55577598,3691.0,450617.0,55577598.0,48201
5217,ST JAMES HEALTHCARE,GENERAL ACUTE CARE,400 S CLARK ST,,BUTTE,MT,59701,SILVER BOW,46.008520000000004,-112.54551000000001,71.0,11.0,98.0,0.57,0.48,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,5559701,2319.0,270017.0,5559701.0,30093
5218,THOREK MEMORIAL HOSPITAL,GENERAL ACUTE CARE,850 W IRVING PARK RD,,CHICAGO,IL,60613,COOK,41.95519,-87.65162,156.0,10.0,156.0,0.39,0.04,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,5560613,1060.0,140115.0,5560613.0,17031
5219,TWO RIVERS BEHAVIORAL HEALTH SYSTEM,PSYCHIATRIC,5121 RAYTOWN ROAD,,KANSAS CITY,MO,64133,JACKSON,39.029790000000006,-94.46761,105.0,0.0,105.0,0.28020874103065885,0.0,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,HIFLD-BEDS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,5564133,,264017.0,5564133.0,29095
5220,PAWNEE  VALLEY COMMUNITY HOSPITAL,CRITICAL ACCESS,923 CARROLL AVENUE,,LARNED,KS,67550,PAWNEE,38.18376,-99.10767,22.0,,25.0,0.23,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,5567550,5522.0,171345.0,5567550.0,20145
5221,KINDRED REHABILITATION HOSPITAL CLEAR LAKE,REHABILITATION,655 EAST MEDICAL CENTER BOULEVARD,,WEBSTER,TX,77598,HARRIS,29.547590000000003,-95.11755,60.0,0.0,60.0,0.4314875645236978,0.0,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,55677598,5105.0,453052.0,55677598.0,48201
5222,GOTHENBURG MEMORIAL HOSPITAL,CRITICAL ACCESS,910 20TH ST,,GOTHENBURG,NE,69138,DAWSON,40.93892,-100.15323000000001,12.0,,12.0,0.21,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,5569138,2347.0,281313.0,5569138.0,31047
5223,COMMUNITY SPECIALTY HOSPITAL,LONG TERM CARE,408 SE EVANGELINE TRWY,,LAFAYETTE,LA,70501,LAFAYETTE,30.22612,-92.01063,,,22.0,,,None,None,HIFLD-BEDS,None,None,5570501,,,5570501.0,22055
5224,ALLIANCEHEALTH PONCA CITY,GENERAL ACUTE CARE,1900 NORTH 14TH STREET,,PONCA CITY,OK,74601,KAY,36.72466,-97.06836,48.0,10.0,140.0,0.49,0.38,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,5574601,3062.0,370006.0,5574601.0,40071
5225,BENNETT COUNTY HEALTH CENTER,CRITICAL ACCESS,102 MAJOR ALLEN STREET,PO BOX 70,MARTIN,SD,57551,BENNETT,43.16975,-101.73073000000001,14.0,,14.0,0.22,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,557551,4555.0,431314.0,557551.0,46007
5226,WEATHERFORD REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE,713 EAST ANDERSON STREET,,WEATHERFORD,TX,76086,PARKER,32.74812,-97.78581,82.0,20.0,103.0,0.66,0.53,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,55776086,3781.0,450203.0,55776086.0,48367
5227,CHRISTUS DUBUIS HOSPITAL OF BEAUMONT SOUTH,LONG TERM CARE,860 SOUTH 8TH STREET,,BEAUMONT,TX,77701,JEFFERSON,30.069540000000003,-94.12531,,,18.0,,,None,None,HIFLD-BEDS,None,None,5577701,,,5577701.0,48245
5228,MIDDLE PARK MEDICAL CENTER-GRANBY,GENERAL ACUTE CARE,1000 GRANBY PARK DRIVE SOUTH,,GRANBY,CO,80446,GRAND,40.07573,-105.92578999999999,,,25.0,,,None,None,HIFLD-BEDS,None,None,5580446,,,5580446.0,08049
5229,ALTRU HOSPITAL,GENERAL ACUTE CARE,1200 S COLUMBIA RD,,GRAND FORKS,ND,58201,GRAND FORKS,47.91057,-97.06869,271.0,26.0,297.0,0.55,0.51,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,558201,2852.0,350019.0,558201.0,38035
5230,SAFE HAVEN HOSPITAL OF POCATELLO,PSYCHIATRIC,1200 HOSPITAL WAY,,POCATELLO,ID,83201,BANNOCK,42.86803,-112.41638999999999,,,14.0,,,None,None,HIFLD-BEDS,None,None,5583201,,,5583201.0,16005
5231,BEAVER VALLEY HOSPITAL,GENERAL ACUTE CARE,1109 NORTH 100 WEST STREET,PO BOX 1670,BEAVER,UT,84713,BEAVER,38.28915,-112.64386,25.0,,49.0,0.66,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,5584713,3861.0,461335.0,5584713.0,49001
5232,ABRAZO MARYVALE CAMPUS,GENERAL ACUTE CARE,5102 WEST CAMPBELL AVENUE,,PHOENIX,AZ,85031,MARICOPA,33.50262,-112.17079,228.0,16.0,228.0,0.182091,,DH-NUM_STAFFE,DH-NUM_ICU_BE,DH-NUM_LICENS,DH-BED_UTILIZ,None,5585031,147.0,,5585031.0,04013
5233,ACOMA-CANONCITO-LAGUNA (ACL) HOSPITAL,CRITICAL ACCESS,80 B VETERANS BLVD,,ACOMA PUEBLO,NM,87049,CIBOLA,35.0686,-107.57101000000002,6.0,,6.0,0.05570800000000001,,DH-NUM_STAFFE,None,DH-NUM_LICENS,DH-BED_UTILIZ,None,5587049,2539.0,,5587049.0,35006
5234,CORNERSTONE HOSPITAL OF HOUSTON - CLEAR LAKE,LONG TERM CARE,709 MEDICAL CENTER BOULEVARD,,WEBSTER,TX,77598,HARRIS,29.537409999999998,-95.12983,74.0,23.0,74.0,0.5601259,,DH-NUM_STAFFE,DH-NUM_ICU_BE,DH-NUM_LICENS,DH-BED_UTILIZ,None,55877598,5222.0,,55877598.0,48201
5235,INCLINE VILLAGE HEALTH CENTER,GENERAL ACUTE CARE,880 ALDER AVENUE,,INCLINE VILLAGE,NV,89451,WASHOE,39.2515,-119.95438999999999,4.0,,4.0,0.01,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,5589451,4486.0,291301.0,5589451.0,32031
5236,CEDARS SINAI MEDICAL CENTER,GENERAL ACUTE CARE,8700 BEVERLY BOULEVARD,,LOS ANGELES,CA,90048,LOS ANGELES,34.07629,-118.38071000000001,880.0,48.0,889.0,0.808923,,DH-NUM_STAFFE,DH-NUM_ICU_BE,DH-NUM_LICENS,DH-BED_UTILIZ,None,5590048,383.0,,5590048.0,06037
5237,NORTHERN ROCKIES MEDICAL CENTER,CRITICAL ACCESS,802 2ND ST SE,,CUT BANK,MT,59427,GLACIER,48.62851,-112.32701999999999,20.0,,20.0,0.08,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,559427,2295.0,271337.0,559427.0,30035
5238,HOUSTON PHYSICIANS' HOSPITAL,GENERAL ACUTE CARE,333 NORTH TEXAS AVENUE,Suite 1000,WEBSTER,TX,77598,HARRIS,29.53385,-95.12619000000001,21.0,,21.0,0.2,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,55977598,3713.0,670008.0,55977598.0,48201
5239,FERRY COUNTY MEMORIAL HOSPITAL,CRITICAL ACCESS,36 NORTH KLONDIKE ROAD,,REPUBLIC,WA,99166,FERRY,48.653040000000004,-118.7314,25.0,,25.0,0.63,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,5599166,5026.0,501322.0,5599166.0,53019
5240,NATIONAL PARK MEDICAL CENTER,GENERAL ACUTE CARE,1910 MALVERN AVENUE,,HOT SPRINGS,AR,71901,GARLAND,34.48611,-93.03539,126.0,16.0,163.0,0.627267,,DH-NUM_STAFFE,DH-NUM_ICU_BE,DH-NUM_LICENS,DH-BED_UTILIZ,None,5600000,220.0,,5600000.0,05051
5241,HOSP METROPOLITANO DE SAN JUAN,GENERAL ACUTE CARE,PR-21 URB LAS LOMAS 1785,,PUERTO NUEVO,PR,922,SAN JUAN,18.3899,-66.09826,132.0,6.0,132.0,0.52,0.62,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,5600922,4309.0,400106.0,5600922.0,72127
